,"Area
Code",St,Cnty,Own,NAICS,Year,Qtr,Area Type,St Name,Area,Ownership,Industry,Status Code,Establishment Count,January Employment,February Employment,March Employment,Total Quarterly Wages,Average Weekly Wage,Employment Location Quotient Relative to U.S.,Total Wage Location Quotient Relative to U.S.
31371,33000,33,0.0,5,1021,2021,1,State,New Hampshire,New Hampshire -- Statewide,Private,"1021 Trade, transportation, and utilities",,12534,138104,136107,135365,1848184597,1041,1.12,1.17
31372,33000,33,0.0,5,1022,2021,1,State,New Hampshire,New Hampshire -- Statewide,Private,1022 Information,,1253,11472,11532,11577,343569382,2293,0.94,0.7
31373,33000,33,0.0,5,1023,2021,1,State,New Hampshire,New Hampshire -- Statewide,Private,1023 Financial activities,,4072,33326,33420,33564,1059359092,2437,0.9,0.82
31374,33000,33,0.0,5,1024,2021,1,State,New Hampshire,New Hampshire -- Statewide,Private,1024 Professional and business services,,14302,82832,84421,83651,2089664702,1922,0.9,1.02
31375,33000,33,0.0,5,1025,2021,1,State,New Hampshire,New Hampshire -- Statewide,Private,1025 Education and health services,,4952,110049,110420,110835,1628176458,1134,1.09,1.23
31376,33000,33,0.0,5,1026,2021,1,State,New Hampshire,New Hampshire -- Statewide,Private,1026 Leisure and hospitality,,4674,54802,55945,57138,328090726,451,0.99,0.96
31377,33000,33,0.0,5,1027,2021,1,State,New Hampshire,New Hampshire -- Statewide,Private,1027 Other services,,4186,18815,18904,19046,191389862,778,1.06,1.01
31378,33000,33,0.0,5,1029,2021,1,State,New Hampshire,New Hampshire -- Statewide,Private,1029 Unclassified,,630,847,889,891,29972460,2633,1.05,2.31
31576,34000,34,0.0,0,10,2021,1,State,New Jersey,New Jersey -- Statewide,Total Covered,"10 Total, all industries",,294642,3765905,3778866,3815010,75493768533,1534,1.0,1.0
31577,34000,34,0.0,1,10,2021,1,State,New Jersey,New Jersey -- Statewide,Federal Government,"10 Total, all industries",,1133,48709,48867,48700,1001000672,1579,0.63,0.53
31578,34000,34,0.0,2,10,2021,1,State,New Jersey,New Jersey -- Statewide,State Government,"10 Total, all industries",,845,120742,126245,126564,2345031752,1449,1.01,0.97
31579,34000,34,0.0,3,10,2021,1,State,New Jersey,New Jersey -- Statewide,Local Government,"10 Total, all industries",,3620,375006,382305,384286,6814008495,1377,1.03,1.11
31580,34000,34,0.0,5,10,2021,1,State,New Jersey,New Jersey -- Statewide,Private,"10 Total, all industries",,289044,3221448,3221449,3255460,65333727614,1555,1.01,1.0
31581,34000,34,0.0,5,101,2021,1,State,New Jersey,New Jersey -- Statewide,Private,101 Goods-producing,,32815,389985,385679,394122,8393902255,1656,0.69,0.71
31582,34000,34,0.0,5,1011,2021,1,State,New Jersey,New Jersey -- Statewide,Private,1011 Natural resources and mining,,1000,8755,8737,9551,104690237,893,0.22,0.13
31583,34000,34,0.0,5,1012,2021,1,State,New Jersey,New Jersey -- Statewide,Private,1012 Construction,,22725,145610,141159,147555,2643653892,1405,0.76,0.72
31584,34000,34,0.0,5,1013,2021,1,State,New Jersey,New Jersey -- Statewide,Private,1013 Manufacturing,,9090,235620,235783,237016,5645558126,1839,0.72,0.76
31585,34000,34,0.0,5,102,2021,1,State,New Jersey,New Jersey -- Statewide,Private,102 Service-providing,,256229,2831463,2835770,2861338,56939825359,1541,1.07,1.07
31586,34000,34,0.0,5,1021,2021,1,State,New Jersey,New Jersey -- Statewide,Private,"1021 Trade, transportation, and utilities",,54833,842680,830486,832107,12228487823,1126,1.14,1.06
31587,34000,34,0.0,5,1022,2021,1,State,New Jersey,New Jersey -- Statewide,Private,1022 Information,,4213,67338,68356,68382,2952102211,3338,0.92,0.82
31588,34000,34,0.0,5,1023,2021,1,State,New Jersey,New Jersey -- Statewide,Private,1023 Financial activities,,20809,238116,238479,239260,10293020087,3318,1.07,1.09
31589,34000,34,0.0,5,1024,2021,1,State,New Jersey,New Jersey -- Statewide,Private,1024 Professional and business services,,55171,647600,650795,655195,18705976184,2210,1.17,1.25
31590,34000,34,0.0,5,1025,2021,1,State,New Jersey,New Jersey -- Statewide,Private,1025 Education and health services,,44254,628585,634444,639623,9093915444,1103,1.04,0.94
31591,34000,34,0.0,5,1026,2021,1,State,New Jersey,New Jersey -- Statewide,Private,1026 Leisure and hospitality,,24894,263668,267641,278193,1894725705,540,0.8,0.76
31592,34000,34,0.0,5,1027,2021,1,State,New Jersey,New Jersey -- Statewide,Private,1027 Other services,,24896,115632,116278,117869,1206626441,796,1.08,0.87
31593,34000,34,0.0,5,1029,2021,1,State,New Jersey,New Jersey -- Statewide,Private,1029 Unclassified,,27159,27844,29291,30709,564971464,1484,6.0,5.95
31990,35000,35,0.0,0,10,2021,1,State,New Mexico,New Mexico -- Statewide,Total Covered,"10 Total, all industries",,62801,759965,768615,777211,9553469060,956,1.0,1.0
31991,35000,35,0.0,1,10,2021,1,State,New Mexico,New Mexico -- Statewide,Federal Government,"10 Total, all industries",,839,29229,29263,29249,564265235,1484,1.85,2.34
31992,35000,35,0.0,2,10,2021,1,State,New Mexico,New Mexico -- Statewide,State Government,"10 Total, all industries",,1171,47048,47460,47642,742629533,1206,1.86,2.43
31993,35000,35,0.0,3,10,2021,1,State,New Mexico,New Mexico -- Statewide,Local Government,"10 Total, all industries",,2062,90797,91805,92744,1007041587,844,1.22,1.3
31994,35000,35,0.0,5,10,2021,1,State,New Mexico,New Mexico -- Statewide,Private,"10 Total, all industries",,58729,592891,600087,607576,7239532705,928,0.92,0.88
31995,35000,35,0.0,5,101,2021,1,State,New Mexico,New Mexico -- Statewide,Private,101 Goods-producing,,9063,99511,100000,101202,1436715255,1103,0.87,0.96
31996,35000,35,0.0,5,1011,2021,1,State,New Mexico,New Mexico -- Statewide,Private,1011 Natural resources and mining,,2010,27021,26779,26916,474161504,1356,2.98,4.55
31997,35000,35,0.0,5,1012,2021,1,State,New Mexico,New Mexico -- Statewide,Private,1012 Construction,,5329,45837,46348,47187,577603955,956,1.2,1.25
31998,35000,35,0.0,5,1013,2021,1,State,New Mexico,New Mexico -- Statewide,Private,1013 Manufacturing,,1724,26653,26873,27099,384949796,1102,0.4,0.41
31999,35000,35,0.0,5,102,2021,1,State,New Mexico,New Mexico -- Statewide,Private,102 Service-providing,,49666,493380,500087,506374,5802817450,893,0.93,0.86
32000,35000,35,0.0,5,1021,2021,1,State,New Mexico,New Mexico -- Statewide,Private,"1021 Trade, transportation, and utilities",,10711,131564,131303,131784,1326345882,776,0.88,0.91
32001,35000,35,0.0,5,1022,2021,1,State,New Mexico,New Mexico -- Statewide,Private,1022 Information,,1206,8697,10074,9422,168008326,1375,0.62,0.37
32002,35000,35,0.0,5,1023,2021,1,State,New Mexico,New Mexico -- Statewide,Private,1023 Financial activities,,5647,31843,31809,31750,523118574,1265,0.7,0.44
32003,35000,35,0.0,5,1024,2021,1,State,New Mexico,New Mexico -- Statewide,Private,1024 Professional and business services,,11598,108108,108865,109507,1870210120,1322,0.96,0.99
32004,35000,35,0.0,5,1025,2021,1,State,New Mexico,New Mexico -- Statewide,Private,1025 Education and health services,,10995,127482,128073,128419,1381101248,830,1.03,1.13
32005,35000,35,0.0,5,1026,2021,1,State,New Mexico,New Mexico -- Statewide,Private,1026 Leisure and hospitality,,5248,67735,71803,77162,356011619,379,1.09,1.13
32006,35000,35,0.0,5,1027,2021,1,State,New Mexico,New Mexico -- Statewide,Private,1027 Other services,,4261,17951,18160,18330,178021681,755,0.83,1.01
32579,36000,36,0.0,0,10,2021,1,State,New York,New York -- Statewide,Total Covered,"10 Total, all industries",,659512,8446262,8502504,8597896,206738094465,1868,1.0,1.0
32580,36000,36,0.0,1,10,2021,1,State,New York,New York -- Statewide,Federal Government,"10 Total, all industries",,2763,114104,114164,113964,2259734695,1524,0.65,0.43
32581,36000,36,0.0,2,10,2021,1,State,New York,New York -- Statewide,State Government,"10 Total, all industries",,3678,218550,219103,219204,4292964324,1508,0.77,0.65
32582,36000,36,0.0,3,10,2021,1,State,New York,New York -- Statewide,Local Government,"10 Total, all industries",,9951,1038449,1045961,1049983,18344858003,1351,1.25,1.09
32583,36000,36,0.0,5,10,2021,1,State,New York,New York -- Statewide,Private,"10 Total, all industries",,643120,7075159,7123276,7214745,181840537443,1960,0.99,1.02
32584,36000,36,0.0,5,101,2021,1,State,New York,New York -- Statewide,Private,101 Goods-producing,,69769,773606,765836,783861,14152585764,1406,0.61,0.44
32585,36000,36,0.0,5,1011,2021,1,State,New York,New York -- Statewide,Private,1011 Natural resources and mining,,3363,26954,26943,28394,298112041,836,0.28,0.13
32586,36000,36,0.0,5,1012,2021,1,State,New York,New York -- Statewide,Private,1012 Construction,,50238,349364,341279,355345,6488361695,1431,0.81,0.65
32587,36000,36,0.0,5,1013,2021,1,State,New York,New York -- Statewide,Private,1013 Manufacturing,,16168,397288,397614,400122,7366112028,1422,0.54,0.36
32588,36000,36,0.0,5,102,2021,1,State,New York,New York -- Statewide,Private,102 Service-providing,,573351,6301553,6357440,6430884,167687951679,2027,1.07,1.15
32589,36000,36,0.0,5,1021,2021,1,State,New York,New York -- Statewide,Private,"1021 Trade, transportation, and utilities",,116118,1386481,1368408,1373751,19828247390,1108,0.83,0.63
32590,36000,36,0.0,5,1022,2021,1,State,New York,New York -- Statewide,Private,1022 Information,,14509,263104,265752,271688,12432086690,3584,1.61,1.27
32591,36000,36,0.0,5,1023,2021,1,State,New York,New York -- Statewide,Private,1023 Financial activities,,63129,686333,686606,686980,63987707719,7168,1.36,2.47
32592,36000,36,0.0,5,1024,2021,1,State,New York,New York -- Statewide,Private,1024 Professional and business services,,116053,1213819,1225426,1237571,35667635766,2239,0.98,0.87
32593,36000,36,0.0,5,1025,2021,1,State,New York,New York -- Statewide,Private,1025 Education and health services,,67008,1868140,1891653,1907125,26654838859,1085,1.38,1.01
32594,36000,36,0.0,5,1026,2021,1,State,New York,New York -- Statewide,Private,1026 Leisure and hospitality,,63917,542657,574884,603456,4854585039,651,0.77,0.71
32595,36000,36,0.0,5,1027,2021,1,State,New York,New York -- Statewide,Private,1027 Other services,,69082,303083,304568,308091,3644531167,918,1.26,0.96
32596,36000,36,0.0,5,1029,2021,1,State,New York,New York -- Statewide,Private,1029 Unclassified,,63535,37936,40143,42222,618319049,1186,3.66,2.38
33731,37000,37,0.0,0,10,2021,1,State,North Carolina,North Carolina -- Statewide,Total Covered,"10 Total, all industries",,304905,4375135,4399829,4427576,64976789082,1136,1.0,1.0
33732,37000,37,0.0,1,10,2021,1,State,North Carolina,North Carolina -- Statewide,Federal Government,"10 Total, all industries",,1587,75518,75935,76036,1348706275,1368,0.84,0.82
33733,37000,37,0.0,2,10,2021,1,State,North Carolina,North Carolina -- Statewide,State Government,"10 Total, all industries",,1517,172992,175911,177326,2484749811,1090,1.22,1.2
33734,37000,37,0.0,3,10,2021,1,State,North Carolina,North Carolina -- Statewide,Local Government,"10 Total, all industries",,4738,426609,426974,430607,5091242752,915,0.99,0.96
33735,37000,37,0.0,5,10,2021,1,State,North Carolina,North Carolina -- Statewide,Private,"10 Total, all industries",,297063,3700016,3721009,3743607,56052090244,1159,1.0,1.0
33736,37000,37,0.0,5,101,2021,1,State,North Carolina,North Carolina -- Statewide,Private,101 Goods-producing,,43076,716488,720954,725581,11079747504,1182,1.1,1.08
33737,37000,37,0.0,5,1011,2021,1,State,North Carolina,North Carolina -- Statewide,Private,1011 Natural resources and mining,,3316,27159,27132,27902,287840333,808,0.54,0.41
33738,37000,37,0.0,5,1012,2021,1,State,North Carolina,North Carolina -- Statewide,Private,1012 Construction,,29480,231667,233307,236052,3252589718,1071,1.05,1.03
33739,37000,37,0.0,5,1013,2021,1,State,North Carolina,North Carolina -- Statewide,Private,1013 Manufacturing,,10280,457662,460515,461627,7539317453,1261,1.2,1.18
33740,37000,37,0.0,5,102,2021,1,State,North Carolina,North Carolina -- Statewide,Private,102 Service-providing,,253987,2983528,3000055,3018026,44972342740,1153,0.97,0.98
33741,37000,37,0.0,5,1021,2021,1,State,North Carolina,North Carolina -- Statewide,Private,"1021 Trade, transportation, and utilities",,64166,877245,874634,877500,10522997257,924,1.03,1.06
33742,37000,37,0.0,5,1022,2021,1,State,North Carolina,North Carolina -- Statewide,Private,1022 Information,,6823,75004,75680,75477,2145850673,2190,0.87,0.7
33743,37000,37,0.0,5,1023,2021,1,State,North Carolina,North Carolina -- Statewide,Private,1023 Financial activities,,30975,260112,261601,262447,8443888014,2485,1.01,1.04
33744,37000,37,0.0,5,1024,2021,1,State,North Carolina,North Carolina -- Statewide,Private,1024 Professional and business services,,67009,649861,658214,660647,12660947389,1484,1.01,0.99
33745,37000,37,0.0,5,1025,2021,1,State,North Carolina,North Carolina -- Statewide,Private,1025 Education and health services,,31236,599003,603371,602451,7889078013,1009,0.85,0.95
33746,37000,37,0.0,5,1026,2021,1,State,North Carolina,North Carolina -- Statewide,Private,1026 Leisure and hospitality,,27317,412447,415882,427722,2225713403,409,1.06,1.04
33747,37000,37,0.0,5,1027,2021,1,State,North Carolina,North Carolina -- Statewide,Private,1027 Other services,,26461,109856,110673,111782,1083867991,753,0.89,0.91
35464,38000,38,0.0,0,10,2021,1,State,North Dakota,North Dakota -- Statewide,Total Covered,"10 Total, all industries",,32257,385745,386511,390087,5211591068,1035,1.0,1.0
35465,38000,38,0.0,1,10,2021,1,State,North Dakota,North Dakota -- Statewide,Federal Government,"10 Total, all industries",,692,9314,9315,9348,153963964,1270,1.18,1.17
35466,38000,38,0.0,2,10,2021,1,State,North Dakota,North Dakota -- Statewide,State Government,"10 Total, all industries",,394,18320,18506,18521,275983455,1151,1.44,1.66
35467,38000,38,0.0,3,10,2021,1,State,North Dakota,North Dakota -- Statewide,Local Government,"10 Total, all industries",,982,43415,44302,44180,487054879,852,1.16,1.15
35468,38000,38,0.0,5,10,2021,1,State,North Dakota,North Dakota -- Statewide,Private,"10 Total, all industries",,30189,314696,314388,318038,4294588770,1046,0.96,0.96
35469,38000,38,0.0,5,101,2021,1,State,North Dakota,North Dakota -- Statewide,Private,101 Goods-producing,,6180,61914,61020,62919,1043653568,1296,1.08,1.27
35470,38000,38,0.0,5,1011,2021,1,State,North Dakota,North Dakota -- Statewide,Private,1011 Natural resources and mining,,1819,16593,16534,17047,371902993,1711,3.76,6.54
35471,38000,38,0.0,5,1012,2021,1,State,North Dakota,North Dakota -- Statewide,Private,1012 Construction,,3563,19860,19049,20233,287298657,1121,1.02,1.14
35472,38000,38,0.0,5,1013,2021,1,State,North Dakota,North Dakota -- Statewide,Private,1013 Manufacturing,,798,25461,25437,25639,384451918,1159,0.76,0.75
35473,38000,38,0.0,5,102,2021,1,State,North Dakota,North Dakota -- Statewide,Private,102 Service-providing,,24009,252782,253368,255119,3250935202,985,0.93,0.89
35474,38000,38,0.0,5,1021,2021,1,State,North Dakota,North Dakota -- Statewide,Private,"1021 Trade, transportation, and utilities",,7658,86261,85769,85939,1099749844,984,1.15,1.38
35475,38000,38,0.0,5,1022,2021,1,State,North Dakota,North Dakota -- Statewide,Private,1022 Information,,442,5739,5747,5753,111399156,1491,0.75,0.45
35476,38000,38,0.0,5,1023,2021,1,State,North Dakota,North Dakota -- Statewide,Private,1023 Financial activities,,3054,21974,21961,22053,425909069,1489,0.96,0.65
35477,38000,38,0.0,5,1024,2021,1,State,North Dakota,North Dakota -- Statewide,Private,1024 Professional and business services,,5293,30906,30922,31411,497607808,1232,0.55,0.48
35478,38000,38,0.0,5,1025,2021,1,State,North Dakota,North Dakota -- Statewide,Private,1025 Education and health services,,2832,64627,64710,64727,855352855,1017,1.03,1.28
35479,38000,38,0.0,5,1026,2021,1,State,North Dakota,North Dakota -- Statewide,Private,1026 Leisure and hospitality,,2608,33278,34225,35050,160718848,362,0.98,0.93
35480,38000,38,0.0,5,1027,2021,1,State,North Dakota,North Dakota -- Statewide,Private,1027 Other services,,2122,9997,10034,10186,100197622,765,0.92,1.05
36377,39000,39,0.0,0,10,2021,1,State,Ohio,Ohio -- Statewide,Total Covered,"10 Total, all industries",,310715,5099124,5107259,5140241,72940730879,1097,1.0,1.0
36378,39000,39,0.0,1,10,2021,1,State,Ohio,Ohio -- Statewide,Federal Government,"10 Total, all industries",,1873,79660,79425,79586,1547438410,1496,0.76,0.84
36379,39000,39,0.0,2,10,2021,1,State,Ohio,Ohio -- Statewide,State Government,"10 Total, all industries",,1198,125704,129145,129038,2306623028,1387,0.76,0.99
36380,39000,39,0.0,3,10,2021,1,State,Ohio,Ohio -- Statewide,Local Government,"10 Total, all industries",,11386,487301,491916,493296,6328710382,992,0.98,1.07
36381,39000,39,0.0,5,10,2021,1,State,Ohio,Ohio -- Statewide,Private,"10 Total, all industries",,296258,4406459,4406773,4438321,62757959059,1093,1.02,1.0
36382,39000,39,0.0,5,101,2021,1,State,Ohio,Ohio -- Statewide,Private,101 Goods-producing,,42094,885582,882843,895666,14181282902,1228,1.17,1.24
36383,39000,39,0.0,5,1011,2021,1,State,Ohio,Ohio -- Statewide,Private,1011 Natural resources and mining,,2568,23012,23097,24491,288411015,943,0.41,0.36
36384,39000,39,0.0,5,1012,2021,1,State,Ohio,Ohio -- Statewide,Private,1012 Construction,,24005,203028,198237,207929,3156157406,1196,0.8,0.89
36385,39000,39,0.0,5,1013,2021,1,State,Ohio,Ohio -- Statewide,Private,1013 Manufacturing,,15521,659542,661509,663246,10736714481,1249,1.49,1.5
36386,39000,39,0.0,5,102,2021,1,State,Ohio,Ohio -- Statewide,Private,102 Service-providing,,254164,3520877,3523930,3542655,48576676157,1059,0.99,0.95
36387,39000,39,0.0,5,1021,2021,1,State,Ohio,Ohio -- Statewide,Private,"1021 Trade, transportation, and utilities",,69541,1020099,1009314,1010953,12310721753,934,1.03,1.1
36388,39000,39,0.0,5,1022,2021,1,State,Ohio,Ohio -- Statewide,Private,1022 Information,,5854,62855,63150,62922,1369481360,1673,0.63,0.4
36389,39000,39,0.0,5,1023,2021,1,State,Ohio,Ohio -- Statewide,Private,1023 Financial activities,,29846,288837,289122,289459,7098386018,1888,0.96,0.78
36390,39000,39,0.0,5,1024,2021,1,State,Ohio,Ohio -- Statewide,Private,1024 Professional and business services,,57962,697947,699662,700924,13514460164,1486,0.93,0.94
36391,39000,39,0.0,5,1025,2021,1,State,Ohio,Ohio -- Statewide,Private,1025 Education and health services,,36703,868343,870763,871234,10647830188,941,1.05,1.14
36392,39000,39,0.0,5,1026,2021,1,State,Ohio,Ohio -- Statewide,Private,1026 Leisure and hospitality,,29247,442946,451124,464728,2323036969,395,0.99,0.97
36393,39000,39,0.0,5,1027,2021,1,State,Ohio,Ohio -- Statewide,Private,1027 Other services,,24410,138932,139818,141447,1299367161,714,0.96,0.97
36394,39000,39,0.0,5,1029,2021,1,State,Ohio,Ohio -- Statewide,Private,1029 Unclassified,,601,918,977,988,13392544,1072,0.14,0.15
37960,40000,40,0.0,0,10,2021,1,State,Oklahoma,Oklahoma -- Statewide,Total Covered,"10 Total, all industries",,114095,1542293,1534815,1556733,18813009695,937,1.0,1.0
37961,40000,40,0.0,1,10,2021,1,State,Oklahoma,Oklahoma -- Statewide,Federal Government,"10 Total, all industries",,1220,50514,50659,50723,887647439,1349,1.6,1.87
37962,40000,40,0.0,2,10,2021,1,State,Oklahoma,Oklahoma -- Statewide,State Government,"10 Total, all industries",,1027,62829,64877,64053,839730852,1011,1.25,1.4
37963,40000,40,0.0,3,10,2021,1,State,Oklahoma,Oklahoma -- Statewide,Local Government,"10 Total, all industries",,3687,204741,205103,205345,2156114223,809,1.35,1.41
37964,40000,40,0.0,5,10,2021,1,State,Oklahoma,Oklahoma -- Statewide,Private,"10 Total, all industries",,108161,1224209,1214176,1236612,14929517181,937,0.94,0.92
37965,40000,40,0.0,5,101,2021,1,State,Oklahoma,Oklahoma -- Statewide,Private,101 Goods-producing,,18429,240471,237696,244206,3792646911,1212,1.05,1.28
37966,40000,40,0.0,5,1011,2021,1,State,Oklahoma,Oklahoma -- Statewide,Private,1011 Natural resources and mining,,4304,36352,36057,37034,930732299,1963,2.04,4.54
37967,40000,40,0.0,5,1012,2021,1,State,Oklahoma,Oklahoma -- Statewide,Private,1012 Construction,,9972,75875,73367,77862,960626477,976,0.99,1.06
37968,40000,40,0.0,5,1013,2021,1,State,Oklahoma,Oklahoma -- Statewide,Private,1013 Manufacturing,,4153,128244,128272,129310,1901288135,1137,0.96,1.03
37969,40000,40,0.0,5,102,2021,1,State,Oklahoma,Oklahoma -- Statewide,Private,102 Service-providing,,89732,983738,976480,992406,11136870270,870,0.91,0.84
37970,40000,40,0.0,5,1021,2021,1,State,Oklahoma,Oklahoma -- Statewide,Private,"1021 Trade, transportation, and utilities",,23918,309439,305293,306941,3259002329,816,1.03,1.13
37971,40000,40,0.0,5,1022,2021,1,State,Oklahoma,Oklahoma -- Statewide,Private,1022 Information,,1653,17553,17544,17419,302892834,1331,0.57,0.34
37972,40000,40,0.0,5,1023,2021,1,State,Oklahoma,Oklahoma -- Statewide,Private,1023 Financial activities,,11935,74478,74248,74409,1304027140,1349,0.81,0.55
37973,40000,40,0.0,5,1024,2021,1,State,Oklahoma,Oklahoma -- Statewide,Private,1024 Professional and business services,,22389,183168,182932,187156,2772116065,1156,0.82,0.75
37974,40000,40,0.0,5,1025,2021,1,State,Oklahoma,Oklahoma -- Statewide,Private,1025 Education and health services,,13858,210988,210081,212106,2466889244,899,0.85,1.02
37975,40000,40,0.0,5,1026,2021,1,State,Oklahoma,Oklahoma -- Statewide,Private,1026 Leisure and hospitality,,9413,154421,152780,160007,726918927,359,1.12,1.17
37976,40000,40,0.0,5,1027,2021,1,State,Oklahoma,Oklahoma -- Statewide,Private,1027 Other services,,6564,33691,33602,34368,305023731,692,0.77,0.88
37977,40000,40,0.0,5,1029,2021,1,State,Oklahoma,Oklahoma -- Statewide,Private,1029 Unclassified,,2,0,0,0,0,0,0.0,0.0
39299,41000,41,0.0,0,10,2021,1,State,Oregon,Oregon -- Statewide,Total Covered,"10 Total, all industries",,167889,1793694,1815139,1846888,27711197456,1172,1.0,1.0
39300,41000,41,0.0,1,10,2021,1,State,Oregon,Oregon -- Statewide,Federal Government,"10 Total, all industries",,867,27796,27642,27807,540464674,1498,0.74,0.77
39301,41000,41,0.0,2,10,2021,1,State,Oregon,Oregon -- Statewide,State Government,"10 Total, all industries",,913,41757,41853,42168,781141188,1433,0.69,0.88
39302,41000,41,0.0,3,10,2021,1,State,Oregon,Oregon -- Statewide,Local Government,"10 Total, all industries",,3675,194976,197206,200126,3056429601,1191,1.11,1.36
39303,41000,41,0.0,5,10,2021,1,State,Oregon,Oregon -- Statewide,Private,"10 Total, all industries",,162434,1529165,1548438,1576787,23333161993,1157,1.01,0.98
39304,41000,41,0.0,5,101,2021,1,State,Oregon,Oregon -- Statewide,Private,101 Goods-producing,,26148,330401,333372,339720,5813187352,1337,1.23,1.33
39305,41000,41,0.0,5,1011,2021,1,State,Oregon,Oregon -- Statewide,Private,1011 Natural resources and mining,,4743,44300,45822,48816,450995427,749,2.27,1.49
39306,41000,41,0.0,5,1012,2021,1,State,Oregon,Oregon -- Statewide,Private,1012 Construction,,15043,104631,105161,107406,1707759726,1242,1.15,1.27
39307,41000,41,0.0,5,1013,2021,1,State,Oregon,Oregon -- Statewide,Private,1013 Manufacturing,,6362,181470,182389,183498,3654432199,1541,1.14,1.35
39308,41000,41,0.0,5,102,2021,1,State,Oregon,Oregon -- Statewide,Private,102 Service-providing,,136286,1198764,1215066,1237067,17519974641,1107,0.96,0.9
39309,41000,41,0.0,5,1021,2021,1,State,Oregon,Oregon -- Statewide,Private,"1021 Trade, transportation, and utilities",,26197,354913,353752,354974,4377551323,950,1.0,1.03
39310,41000,41,0.0,5,1022,2021,1,State,Oregon,Oregon -- Statewide,Private,1022 Information,,4882,33069,33973,33743,933188936,2137,0.93,0.71
39311,41000,41,0.0,5,1023,2021,1,State,Oregon,Oregon -- Statewide,Private,1023 Financial activities,,13294,83381,83545,83651,1925787141,1774,0.77,0.55
39312,41000,41,0.0,5,1024,2021,1,State,Oregon,Oregon -- Statewide,Private,1024 Professional and business services,,27683,242240,243666,245738,4904957544,1547,0.9,0.9
39313,41000,41,0.0,5,1025,2021,1,State,Oregon,Oregon -- Statewide,Private,1025 Education and health services,,28601,291841,294460,296558,3853144324,1007,1.0,1.08
39314,41000,41,0.0,5,1026,2021,1,State,Oregon,Oregon -- Statewide,Private,1026 Leisure and hospitality,,13863,130486,141639,157059,842053849,453,0.93,0.92
39315,41000,41,0.0,5,1027,2021,1,State,Oregon,Oregon -- Statewide,Private,1027 Other services,,15318,59849,60518,61358,626654125,796,1.16,1.23
39316,41000,41,0.0,5,1029,2021,1,State,Oregon,Oregon -- Statewide,Private,1029 Unclassified,,6448,2985,3513,3986,56637399,1247,1.61,1.63
39982,42000,42,0.0,0,10,2021,1,State,Pennsylvania,Pennsylvania -- Statewide,Total Covered,"10 Total, all industries",,362871,5458262,5480285,5537841,87469293139,1225,1.0,1.0
39983,42000,42,0.0,1,10,2021,1,State,Pennsylvania,Pennsylvania -- Statewide,Federal Government,"10 Total, all industries",,2724,98557,98774,98566,1862423267,1452,0.87,0.84
39984,42000,42,0.0,2,10,2021,1,State,Pennsylvania,Pennsylvania -- Statewide,State Government,"10 Total, all industries",,1448,126368,125993,126464,2123928339,1294,0.69,0.76
39985,42000,42,0.0,3,10,2021,1,State,Pennsylvania,Pennsylvania -- Statewide,Local Government,"10 Total, all industries",,8885,425475,432081,434827,5900050627,1054,0.8,0.83
39986,42000,42,0.0,5,10,2021,1,State,Pennsylvania,Pennsylvania -- Statewide,Private,"10 Total, all industries",,349814,4807862,4823437,4877984,77582890906,1234,1.04,1.03
39987,42000,42,0.0,5,101,2021,1,State,Pennsylvania,Pennsylvania -- Statewide,Private,101 Goods-producing,,47133,810645,806573,823366,13723322012,1298,1.0,1.0
39988,42000,42,0.0,5,1011,2021,1,State,Pennsylvania,Pennsylvania -- Statewide,Private,1011 Natural resources and mining,,3630,43331,43394,44971,732987648,1284,0.7,0.77
39989,42000,42,0.0,5,1012,2021,1,State,Pennsylvania,Pennsylvania -- Statewide,Private,1012 Construction,,29232,232660,227228,239189,3914799817,1292,0.85,0.93
39990,42000,42,0.0,5,1013,2021,1,State,Pennsylvania,Pennsylvania -- Statewide,Private,1013 Manufacturing,,14271,534654,535951,539206,9075534547,1301,1.12,1.06
39991,42000,42,0.0,5,102,2021,1,State,Pennsylvania,Pennsylvania -- Statewide,Private,102 Service-providing,,302681,3997217,4016864,4054618,63859568894,1221,1.05,1.04
39992,42000,42,0.0,5,1021,2021,1,State,Pennsylvania,Pennsylvania -- Statewide,Private,"1021 Trade, transportation, and utilities",,73332,1089594,1076593,1080505,13285755857,944,1.02,0.99
39993,42000,42,0.0,5,1022,2021,1,State,Pennsylvania,Pennsylvania -- Statewide,Private,1022 Information,,6388,81790,82536,83337,2657152127,2476,0.77,0.64
39994,42000,42,0.0,5,1023,2021,1,State,Pennsylvania,Pennsylvania -- Statewide,Private,1023 Financial activities,,30246,324260,325069,326006,10000258276,2366,1.0,0.91
39995,42000,42,0.0,5,1024,2021,1,State,Pennsylvania,Pennsylvania -- Statewide,Private,1024 Professional and business services,,68490,768670,775049,780800,18214525236,1808,0.96,1.05
39996,42000,42,0.0,5,1025,2021,1,State,Pennsylvania,Pennsylvania -- Statewide,Private,1025 Education and health services,,57979,1165508,1174942,1179812,15884542227,1041,1.32,1.42
39997,42000,42,0.0,5,1026,2021,1,State,Pennsylvania,Pennsylvania -- Statewide,Private,1026 Leisure and hospitality,,32568,394659,408940,427671,2178338110,408,0.85,0.75
39998,42000,42,0.0,5,1027,2021,1,State,Pennsylvania,Pennsylvania -- Statewide,Private,1027 Other services,,33678,172736,173735,176487,1638997061,723,1.12,1.02
